shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
B00690049,50.668768,4.277399,220022
B00690049,50.668912,4.277315,220023
B00690049,50.669093,4.277224,220024
B00690049,50.669299,4.277135,220025
B00690049,50.669401,4.277091,220026
B00690049,50.669588,4.277034,220027
B00690049,50.669588,4.277034,230001
B00690049,50.669771,4.276978,230002
B00690049,50.670349,4.276822,230003
B00690049,50.670380,4.276810,230004
B00690049,50.671874,4.276309,230005
B00690049,50.672461,4.276113,230006
B00690049,50.672932,4.275951,230007
B00690049,50.673060,4.275907,230008
B00690049,50.673119,4.275885,230009
B00690049,50.673397,4.275793,230010
B00690049,50.674841,4.275310,230011
B00690049,50.675004,4.275255,230012
B00690049,50.675004,4.275255,240001
B00690049,50.675203,4.275187,240002
B00690049,50.675457,4.275057,240003
B00690049,50.676276,4.274780,240004
B00690049,50.677278,4.274467,240005
B00690049,50.678789,4.274046,240006
B00690049,50.679207,4.273936,240007
B00690049,50.679293,4.273911,240008
B00690049,50.679293,4.273911,250001
B00690049,50.681050,4.273402,250002
B00690049,50.681218,4.273371,250003
B00690049,50.681531,4.273285,250004
B00690049,50.681832,4.273197,250005
B00690049,50.681960,4.273160,250006
B00690049,50.682159,4.273111,250007
B00690049,50.682310,4.273071,250008
B00690049,50.682589,4.273000,250009
B00690049,50.682797,4.272946,250010
B00690049,50.682959,4.272896,250011
B00690050,50.595300,4.328367,300004
B00690050,50.595326,4.328267,300003
B00690050,50.595361,4.328107,300002
B00690050,50.595384,4.327986,290030
B00690050,50.595384,4.327986,300001
B00690050,50.595397,4.327917,290029
B00690050,50.595416,4.327816,290028
B00690050,50.595450,4.328398,300005
B00690050,50.595460,4.327607,290027
B00690050,50.595575,4.327061,290026
B00690050,50.595668,4.326796,290025
B00690050,50.595892,4.326211,290024
B00690050,50.596060,4.325854,290023
B00690050,50.596225,4.328529,300006
B00690050,50.596226,4.325564,290022
B00690050,50.596304,4.325436,290021
B00690050,50.596380,4.328557,300007
B00690050,50.596440,4.325298,290020
B00690050,50.596523,4.325228,290019
B00690050,50.596558,4.328591,300008
B00690050,50.596592,4.325167,290018
B00690050,50.596837,4.323078,280029
B00690050,50.596837,4.323109,280030
B00690050,50.596839,4.323050,280028
B00690050,50.596844,4.323143,280031
B00690050,50.596849,4.323007,280027
B00690050,50.596858,4.323174,280032
B00690050,50.596859,4.322982,280026
B00690050,50.596874,4.322959,280025
B00690050,50.596875,4.323203,280033
B00690050,50.596880,4.324980,290017
B00690050,50.596891,4.322942,280024
B00690050,50.596897,4.323225,280034
B00690050,50.596916,4.322927,280023
B00690050,50.596928,4.323239,280035
B00690050,50.596944,4.322921,280022
B00690050,50.596952,4.323240,280036
B00690050,50.596969,4.323239,280037
B00690050,50.596974,4.322927,280021
B00690050,50.596984,4.323325,280038
B00690050,50.596995,4.323398,280039
B00690050,50.596996,4.322935,280020
B00690050,50.596999,4.324915,290016
B00690050,50.597020,4.323499,280040
B00690050,50.597038,4.323586,280041
B00690050,50.597091,4.324856,290015
B00690050,50.597097,4.323785,280042
B00690050,50.597116,4.322844,280019
B00690050,50.597140,4.323977,280043
B00690050,50.597140,4.323977,290001
B00690050,50.597146,4.319010,270007
B00690050,50.597155,4.319145,270008
B00690050,50.597177,4.319623,270009
B00690050,50.597186,4.324183,290002
B00690050,50.597195,4.319853,270010
B00690050,50.597195,4.324216,290003
B00690050,50.597213,4.320018,270011
B00690050,50.597222,4.322777,280018
B00690050,50.597222,4.324744,290012
B00690050,50.597223,4.324714,290011
B00690050,50.597224,4.324771,290013
B00690050,50.597227,4.324690,290010
B00690050,50.597228,4.324786,290014
B00690050,50.597230,4.324672,290009
B00690050,50.597238,4.324652,290008
B00690050,50.597243,4.320203,270012
B00690050,50.597243,4.320203,280001
B00690050,50.597251,4.324634,290007
B00690050,50.597252,4.320255,280002
B00690050,50.597266,4.324613,290006
B00690050,50.597277,4.328666,300009
B00690050,50.597288,4.324596,290005
B00690050,50.597303,4.324590,290004
B00690050,50.597311,4.318909,270006
B00690050,50.597353,4.318865,270005
B00690050,50.597355,4.328666,300010
B00690050,50.597366,4.320737,280003
B00690050,50.597374,4.322711,280017
B00690050,50.597458,4.328662,300011
B00690050,50.597589,4.328638,300012
B00690050,50.597598,4.322595,280016
B00690050,50.597604,4.322540,280015
B00690050,50.597611,4.322512,280014
B00690050,50.597622,4.322484,280013
B00690050,50.597639,4.318621,270004
B00690050,50.597645,4.322441,280012
B00690050,50.597661,4.322053,280004
B00690050,50.597666,4.322422,280011
B00690050,50.597695,4.322407,280010
B00690050,50.597707,4.322224,280005
B00690050,50.597710,4.322245,280006
B00690050,50.597715,4.322283,280007
B00690050,50.597716,4.328595,300013
B00690050,50.597719,4.322406,280009
B00690050,50.597720,4.322326,280008
B00690050,50.597879,4.328523,300014
B00690050,50.597961,4.328479,300015
B00690050,50.598101,4.318247,270003
B00690050,50.598150,4.328380,300016
B00690050,50.598321,4.328232,300017
B00690050,50.598425,4.328076,300018
B00690050,50.598662,4.327696,300019
B00690050,50.598738,4.327597,300020
B00690050,50.598802,4.327527,300021
B00690050,50.598805,4.327532,310001
B00690050,50.598869,4.317605,270002
B00690050,50.598877,4.327452,310002
B00690050,50.598952,4.327391,310003
B00690050,50.599045,4.327348,310004
B00690050,50.599170,4.327289,310005
B00690050,50.599196,4.327498,310006
B00690050,50.599201,4.327596,310007
B00690050,50.599234,4.327967,310008
B00690050,50.599251,4.328120,310009
B00690050,50.599275,4.328333,310010
B00690050,50.599342,4.317228,260020
B00690050,50.599342,4.317228,270001
B00690050,50.599356,4.317216,260019
B00690050,50.599370,4.329273,310011
B00690050,50.599415,4.334351,310024
B00690050,50.599416,4.334231,310023
B00690050,50.599420,4.334471,310025
B00690050,50.599425,4.329703,310012
B00690050,50.599430,4.333888,310022
B00690050,50.599432,4.334556,310026
B00690050,50.599438,4.333252,310021
B00690050,50.599447,4.332983,310020
B00690050,50.599455,4.329917,310013
B00690050,50.599457,4.332714,310019
B00690050,50.599458,4.334615,310027
B00690050,50.599473,4.334641,310028
B00690050,50.599488,4.332060,310018
B00690050,50.599489,4.334666,310029
B00690050,50.599519,4.331258,310017
B00690050,50.599520,4.317106,260018
B00690050,50.599523,4.334699,310030
B00690050,50.599531,4.330655,310014
B00690050,50.599538,4.330766,310015
B00690050,50.599546,4.330898,310016
B00690050,50.599596,4.334742,310031
B00690050,50.599646,4.317037,260017
B00690050,50.599685,4.334758,310032
B00690050,50.599749,4.334752,310033
B00690050,50.599796,4.334728,310034
B00690050,50.599798,4.316994,260016
B00690050,50.599844,4.334687,310035
B00690050,50.599903,4.316988,260015
B00690050,50.599916,4.334583,310036
B00690050,50.599951,4.334519,310037
B00690050,50.600023,4.334501,310038
B00690050,50.600029,4.316997,260014
B00690050,50.600152,4.334536,310039
B00690050,50.600166,4.317002,260013
B00690050,50.600335,4.334568,310040
B00690050,50.600380,4.334581,310041
B00690050,50.600385,4.317053,260012
B00690050,50.600885,4.317209,260011
B00690050,50.601061,4.317248,260010
B00690050,50.601242,4.317279,260009
B00690050,50.601393,4.317289,260008
B00690050,50.601542,4.317276,260007
B00690050,50.601683,4.317255,260006
B00690050,50.601743,4.317169,260005
B00690050,50.602195,4.317047,260004
B00690050,50.602297,4.317020,260003
B00690050,50.602355,4.317001,260002
B00690050,50.602572,4.316937,250017
B00690050,50.602572,4.316937,260001
B00690050,50.602698,4.316901,250016
B00690050,50.602773,4.316941,250015
B00690050,50.603605,4.316734,250014
B00690050,50.603738,4.316712,250013
B00690050,50.603832,4.316726,250012
B00690050,50.603864,4.316742,250011
B00690050,50.603977,4.316816,250010
B00690050,50.604507,4.317139,250009
B00690050,50.604636,4.317212,250008
B00690050,50.605390,4.317685,250007
B00690050,50.605462,4.317738,250006
B00690050,50.605563,4.317821,250005
B00690050,50.605686,4.317960,250004
B00690050,50.606094,4.318428,250003
B00690050,50.606462,4.318864,250002
B00690050,50.606577,4.319001,240006
B00690050,50.606577,4.319001,250001
B00690050,50.607710,4.320356,240005
B00690050,50.607795,4.320394,240004
B00690050,50.607962,4.320605,240003
B00690050,50.608082,4.320718,240002
B00690050,50.608110,4.320735,230020
B00690050,50.608110,4.320735,240001
B00690050,50.608142,4.320754,230019
B00690050,50.608200,4.320777,230018
B00690050,50.608260,4.320801,230017
B00690050,50.608340,4.320829,230016
B00690050,50.608473,4.320877,230015
B00690050,50.608631,4.320891,230014
B00690050,50.608905,4.320920,230013
B00690050,50.608947,4.320958,230012
B00690050,50.609294,4.320961,230011
B00690050,50.610844,4.320907,230010
B00690050,50.611169,4.320888,230009
B00690050,50.611409,4.320885,230008
B00690050,50.611671,4.320894,230007
B00690050,50.611876,4.320912,230006
B00690050,50.612030,4.320933,230005
B00690050,50.612173,4.320951,230004
B00690050,50.612601,4.320956,230003
B00690050,50.612622,4.320931,230002
B00690050,50.612647,4.320928,220031
B00690050,50.612647,4.320928,230001
B00690050,50.612660,4.320926,220030
B00690050,50.613040,4.320940,220029
B00690050,50.613051,4.320910,220028
B00690050,50.613068,4.320877,220027
B00690050,50.613092,4.320850,220026
B00690050,50.613119,4.320833,220025
B00690050,50.613148,4.320827,220024
B00690050,50.613177,4.320833,220023
B00690050,50.613204,4.320850,220022
B00690050,50.613218,4.320865,220021
B00690050,50.613229,4.320879,220020
B00690050,50.613662,4.320713,220019
B00690050,50.613698,4.320728,220018
B00690050,50.613783,4.320684,220017
B00690050,50.613818,4.320665,220016
B00690050,50.614014,4.320563,220015
B00690050,50.614272,4.320398,220014
B00690050,50.614561,4.320201,220013
B00690050,50.614716,4.320091,220012
B00690050,50.615041,4.319904,220011
B00690050,50.615169,4.319851,220010
B00690050,50.615380,4.319759,220009
B00690050,50.615624,4.319717,220008
B00690050,50.615758,4.319698,220007
B00690050,50.615896,4.319695,220006
B00690050,50.616100,4.319699,220005
B00690050,50.616285,4.319737,220004
B00690050,50.616415,4.319772,220003
B00690050,50.616633,4.319857,220002
B00690050,50.616836,4.319973,210042
B00690050,50.616836,4.319973,220001
B00690050,50.617471,4.320334,210041
B00690050,50.617827,4.320552,210040
B00690050,50.618166,4.320768,210039
B00690050,50.618671,4.321072,210038
B00690050,50.618759,4.321121,210037
B00690050,50.618953,4.321238,210036
B00690050,50.619087,4.321294,210035
B00690050,50.619179,4.321334,210034
B00690050,50.619461,4.321418,210033
B00690050,50.620001,4.321527,210032
B00690050,50.620054,4.321528,210031
B00690050,50.620254,4.321519,210030
B00690050,50.620334,4.321532,210029
B00690050,50.620432,4.321539,210028
B00690050,50.620482,4.321545,210027
B00690050,50.620494,4.321546,210026
B00690050,50.620574,4.321543,210025
B00690050,50.620654,4.321526,210024
B00690050,50.620736,4.321498,210023
B00690050,50.620801,4.321416,210022
B00690050,50.620817,4.321399,210021
B00690050,50.620849,4.321376,210020
B00690050,50.620864,4.321366,210019
B00690050,50.620887,4.321359,210018
B00690050,50.620907,4.321356,210017
B00690050,50.620937,4.321359,210016
B00690050,50.620985,4.321377,210015
B00690050,50.621024,4.321406,210014
B00690050,50.621048,4.321435,210013
B00690050,50.621073,4.321473,210012
B00690050,50.621094,4.321509,210011
B00690050,50.621109,4.321551,210010
B00690050,50.621118,4.321589,210009
B00690050,50.621263,4.321656,210008
B00690050,50.621421,4.321701,210007
B00690050,50.621575,4.321734,210006
B00690050,50.621657,4.321833,210005
B00690050,50.622726,4.322065,210004
B00690050,50.624982,4.322681,210003
B00690050,50.625154,4.322683,210002
B00690050,50.625217,4.322693,200029
B00690050,50.625217,4.322693,210001
B00690050,50.625608,4.322756,200028
B00690050,50.625626,4.322689,200027
B00690050,50.625654,4.322632,200026
B00690050,50.625683,4.322598,200025
B00690050,50.625714,4.322571,200024
B00690050,50.625740,4.322558,200023
B00690050,50.625770,4.322551,200022
B00690050,50.625796,4.322553,200021
B00690050,50.625813,4.322557,200020
B00690050,50.625841,4.322570,200019
B00690050,50.625875,4.322598,200018
B00690050,50.625898,4.322623,200017
B00690050,50.625929,4.322670,200016
B00690050,50.625949,4.322718,200015
B00690050,50.625972,4.322783,200014
B00690050,50.626365,4.322750,200013
B00690050,50.626487,4.322770,200012
B00690050,50.626886,4.322706,200011
B00690050,50.627290,4.322638,200010
B00690050,50.628055,4.322510,200009
B00690050,50.628410,4.322478,200008
B00690050,50.628607,4.322472,200007
B00690050,50.628738,4.322469,200006
B00690050,50.628889,4.322478,200005
B00690050,50.629113,4.322516,200004
B00690050,50.629322,4.322562,200003
B00690050,50.629567,4.322634,200002
B00690050,50.629673,4.322678,190018
B00690050,50.629673,4.322678,200001
B00690050,50.629732,4.322702,190017
B00690050,50.629860,4.322762,190016
B00690050,50.630507,4.323085,190015
B00690050,50.632052,4.323940,190014
B00690050,50.632295,4.324094,190013
B00690050,50.632428,4.324158,190012
B00690050,50.632521,4.324199,190011
B00690050,50.632703,4.324244,190010
B00690050,50.632846,4.324276,190009
B00690050,50.632890,4.324280,190008
B00690050,50.632964,4.324287,190007
B00690050,50.633105,4.324296,190006
B00690050,50.633406,4.324294,190005
B00690050,50.633596,4.324287,190004
B00690050,50.633655,4.324292,190003
B00690050,50.633722,4.324296,190002
B00690050,50.634856,4.324280,180027
B00690050,50.634856,4.324280,190001
B00690050,50.634913,4.324278,180026
B00690050,50.635007,4.324277,180025
B00690050,50.635101,4.324273,180024
B00690050,50.635160,4.324271,180023
B00690050,50.636081,4.324256,180022
B00690050,50.636273,4.324222,180021
B00690050,50.636427,4.324184,180020
B00690050,50.636604,4.324121,180019
B00690050,50.636784,4.324035,180018
B00690050,50.636947,4.323943,180017
B00690050,50.637085,4.323852,180016
B00690050,50.637183,4.323776,180015
B00690050,50.637314,4.323670,180014
B00690050,50.637415,4.323573,180013
B00690050,50.637522,4.323470,180012
B00690050,50.637589,4.323402,180011
B00690050,50.637712,4.323259,180010
B00690050,50.637745,4.323218,180009
B00690050,50.637865,4.323092,180008
B00690050,50.638027,4.322907,180007
B00690050,50.638448,4.322358,180006
B00690050,50.638912,4.321818,180005
B00690050,50.639057,4.321658,180004
B00690050,50.639353,4.321366,180003
B00690050,50.639545,4.321212,180002
B00690050,50.639796,4.321046,170016
B00690050,50.639796,4.321046,180001
B00690050,50.640473,4.320599,170015
B00690050,50.640601,4.320506,170014
B00690050,50.640799,4.320348,170013
B00690050,50.640918,4.320242,170012
B00690050,50.641256,4.319907,170011
B00690050,50.641368,4.319699,170010
B00690050,50.642220,4.318827,170009
B00690050,50.642317,4.318710,170008
B00690050,50.642414,4.318567,170007
B00690050,50.642516,4.318398,170006
B00690050,50.642598,4.318261,170005
B00690050,50.642679,4.318123,170004
B00690050,50.642730,4.318009,170003
B00690050,50.642784,4.317943,170002
B00690050,50.642927,4.317806,160016
B00690050,50.642927,4.317806,170001
B00690050,50.642947,4.317786,160015
B00690050,50.643146,4.317593,160014
B00690050,50.643326,4.317467,160013
B00690050,50.643423,4.317422,160012
B00690050,50.643621,4.317343,160011
B00690050,50.643697,4.317317,160010
B00690050,50.643753,4.317355,160009
B00690050,50.643971,4.317298,160008
B00690050,50.644023,4.317284,160007
B00690050,50.644205,4.317233,160006
B00690050,50.644544,4.317151,160005
B00690050,50.644824,4.317092,160004
B00690050,50.644880,4.317078,160003
B00690050,50.645025,4.317060,160002
B00690050,50.645050,4.317057,150035
B00690050,50.645050,4.317057,160001
B00690050,50.645591,4.316987,150034
B00690050,50.646029,4.316950,150033
B00690050,50.646484,4.316959,150032
B00690050,50.646848,4.316945,150031
B00690050,50.646921,4.316935,150030
B00690050,50.647209,4.316900,150029
B00690050,50.647484,4.316821,150028
B00690050,50.648432,4.316246,150027
B00690050,50.648888,4.315906,150026
B00690050,50.648956,4.315854,150025
B00690050,50.649292,4.315593,150024
B00690050,50.651037,4.314128,150023
B00690050,50.651275,4.313917,150022
B00690050,50.651629,4.313604,150021
B00690050,50.651950,4.313298,150020
B00690050,50.652466,4.312667,150019
B00690050,50.652628,4.312463,150018
B00690050,50.652792,4.312241,150017
B00690050,50.653216,4.311731,150016
B00690050,50.653643,4.311039,150015
B00690050,50.653997,4.310460,150014
B00690050,50.654283,4.310009,150013
B00690050,50.654483,4.309703,150012
B00690050,50.654894,4.309053,150011
B00690050,50.654921,4.309014,150010
B00690050,50.655089,4.308763,150009
B00690050,50.655371,4.308364,150008
B00690050,50.655489,4.308198,150007
B00690050,50.655527,4.308147,150006
B00690050,50.655716,4.307887,150005
B00690050,50.655926,4.307611,150004
B00690050,50.656997,4.306200,150003
B00690050,50.657476,4.305621,10001
B00690050,50.657602,4.305468,10002
B00690050,50.657602,4.305468,150002
B00690050,50.657867,4.305101,140036
B00690050,50.657867,4.305101,150001
B00690050,50.658165,4.304689,10003
B00690050,50.658165,4.304689,140035
B00690050,50.658426,4.304294,10004
B00690050,50.658426,4.304294,140034
B00690050,50.658598,4.304007,10005
B00690050,50.658598,4.304007,140033
B00690050,50.658646,4.303911,10006
B00690050,50.658646,4.303911,140032
B00690050,50.658808,4.303582,10007
B00690050,50.658808,4.303582,140031
B00690050,50.658985,4.303204,10008
B00690050,50.658985,4.303204,140030
B00690050,50.659027,4.303115,10009
B00690050,50.659027,4.303115,140029
B00690050,50.659198,4.302713,10010
B00690050,50.659198,4.302713,140028
B00690050,50.659520,4.301878,10011
B00690050,50.659520,4.301878,140027
B00690050,50.659636,4.301578,10012
B00690050,50.659636,4.301578,140026
B00690050,50.659724,4.301314,10013
B00690050,50.659724,4.301314,140025
B00690050,50.659772,4.301177,10014
B00690050,50.659772,4.301177,140024
B00690050,50.659922,4.300666,140022
B00690050,50.659923,4.300711,10015
B00690050,50.659923,4.300711,140023
B00690050,50.659956,4.300680,10016
B00690050,50.660004,4.300372,140021
B00690050,50.660048,4.300403,10017
B00690050,50.660119,4.299970,140020
B00690050,50.660123,4.300142,10018
B00690050,50.660147,4.300084,10019
B00690050,50.660168,4.299790,140019
B00690050,50.660175,4.300032,10020
B00690050,50.660210,4.299971,10021
B00690050,50.660214,4.299586,140016
B00690050,50.660217,4.299545,140015
B00690050,50.660217,4.299623,140017
B00690050,50.660218,4.299665,140018
B00690050,50.660221,4.299493,140014
B00690050,50.660234,4.299442,140013
B00690050,50.660247,4.299920,10022
B00690050,50.660253,4.299391,140012
B00690050,50.660272,4.299356,140011
B00690050,50.660294,4.299329,140010
B00690050,50.660314,4.299839,10023
B00690050,50.660320,4.299298,140009
B00690050,50.660339,4.299866,10024
B00690050,50.660352,4.299276,140008
B00690050,50.660377,4.299883,10025
B00690050,50.660384,4.299261,140007
B00690050,50.660419,4.299889,10026
B00690050,50.660422,4.299251,140006
B00690050,50.660439,4.299251,140005
B00690050,50.660451,4.299884,10027
B00690050,50.660454,4.299252,140004
B00690050,50.660467,4.299256,140003
B00690050,50.660478,4.299262,140002
B00690050,50.660499,4.299860,10028
B00690050,50.660529,4.299829,10029
B00690050,50.660570,4.299079,130017
B00690050,50.660570,4.299079,140001
B00690050,50.660573,4.299764,10030
B00690050,50.660589,4.299041,130016
B00690050,50.660592,4.299396,10037
B00690050,50.660594,4.299692,10031
B00690050,50.660601,4.299430,10036
B00690050,50.660604,4.299309,10038
B00690050,50.660606,4.299460,10035
B00690050,50.660606,4.299621,10032
B00690050,50.660609,4.299491,10034
B00690050,50.660609,4.299522,10033
B00690050,50.660613,4.299253,10039
B00690050,50.660622,4.299202,10040
B00690050,50.660633,4.299160,10041
B00690050,50.660648,4.299101,10042
B00690050,50.660678,4.298812,130015
B00690050,50.660729,4.298680,130014
B00690050,50.660733,4.298864,10043
B00690050,50.660753,4.298880,10044
B00690050,50.660769,4.298891,10045
B00690050,50.660794,4.298907,10046
B00690050,50.660828,4.298928,10047
B00690050,50.660902,4.298970,10048
B00690050,50.660916,4.298228,130013
B00690050,50.660943,4.298994,10049
B00690050,50.660949,4.298212,130012
B00690050,50.661095,4.297816,130011
B00690050,50.661199,4.299142,10050
B00690050,50.661524,4.296729,130010
B00690050,50.661574,4.296603,130009
B00690050,50.661994,4.299616,10051
B00690050,50.662502,4.299948,10052
B00690050,50.662785,4.300123,10053
B00690050,50.662935,4.293160,130008
B00690050,50.663042,4.300364,10054
B00690050,50.663122,4.292688,130007
B00690050,50.663222,4.300538,10055
B00690050,50.663511,4.291778,130006
B00690050,50.663670,4.300956,10056
B00690050,50.663708,4.291192,130005
B00690050,50.663719,4.291165,130004
B00690050,50.663820,4.290911,130003
B00690050,50.664000,4.290367,130002
B00690050,50.664048,4.290226,120011
B00690050,50.664048,4.290226,130001
B00690050,50.664181,4.289825,120010
B00690050,50.664353,4.301722,10057
B00690050,50.664526,4.288785,120009
B00690050,50.664932,4.302342,10058
B00690050,50.664992,4.287395,120008
B00690050,50.665258,4.286629,120007
B00690050,50.665695,4.285250,120006
B00690050,50.665744,4.285094,120005
B00690050,50.665857,4.284763,120004
B00690050,50.665994,4.284361,120003
B00690050,50.666159,4.283831,120002
B00690050,50.666237,4.283585,110027
B00690050,50.666237,4.283585,120001
B00690050,50.666266,4.303851,10059
B00690050,50.666333,4.283281,110026
B00690050,50.666378,4.283137,110025
B00690050,50.666439,4.304027,10060
B00690050,50.666526,4.304115,10061
B00690050,50.666536,4.304126,10062
B00690050,50.666634,4.304208,10063
B00690050,50.666769,4.304265,10064
B00690050,50.666918,4.304281,10065
B00690050,50.667141,4.280777,110024
B00690050,50.667192,4.304271,10066
B00690050,50.667343,4.280149,110023
B00690050,50.667436,4.279863,110022
B00690050,50.667439,4.304247,10067
B00690050,50.667464,4.304247,10068
B00690050,50.667665,4.279151,110021
B00690050,50.667787,4.278793,110020
B00690050,50.667848,4.278643,110019
B00690050,50.667855,4.304230,10069
B00690050,50.667930,4.278443,110018
B00690051,50.667930,4.278443,290018
B02030017,50.667529,4.378118,60080
B02030018,50.667529,4.378118,60080
B06010016,50.667839,4.624904,140059
B06020014,50.667930,4.278443,70027
B06020016,50.667930,4.278443,40031
B06090015,50.667930,4.278443,70027
B06090016,50.667930,4.278443,30031
H44830052,50.667589,3.443637,130011
H44830058,50.667589,3.443637,230009
H44830059,50.667589,3.443637,130011
H44830060,50.667589,3.443637,140011
H44830061,50.667589,3.443637,130011
H44830062,50.667589,3.443637,160009
H47420031,50.667589,3.443637,30241
H47420032,50.667589,3.443637,40190
H47420033,50.667589,3.443637,160190
H47420034,50.667589,3.443637,30241
L00120138,50.667529,5.467821,40025
L00120138,50.667531,5.467912,40026
L00120138,50.667588,5.475668,60011
L00120138,50.667615,5.475591,60010
L00120138,50.667633,5.471325,50008
L00120138,50.667665,5.463917,30005
L00120138,50.667700,5.472453,50009
L00120138,50.667700,5.472453,60001
L00120138,50.667710,5.472623,60002
L00120138,50.667716,5.475284,60009
L00120138,50.667725,5.472871,60003
L00120138,50.667746,5.473267,60004
L00120138,50.667768,5.473665,60005
L00120138,50.667795,5.475020,60008
L00120138,50.667811,5.474460,60006
L00840118,50.667529,5.467821,450025
L00840120,50.667529,5.467821,200003
L00840121,50.667529,5.467821,80025
L00840122,50.667529,5.467821,200003
L00840123,50.667529,5.467821,10025
L01450213,50.667589,5.210708,110019
L01450214,50.667589,5.210708,50020
L01450215,50.667589,5.210708,280020
L01450218,50.667589,5.210708,440020
L01450220,50.667589,5.210708,180020
L01450222,50.667589,5.210708,100019
L01450223,50.667589,5.210708,110019
L01450224,50.667589,5.210708,440020
L01450226,50.667589,5.210708,100019
L01450228,50.667589,5.210708,440020
L01450230,50.667589,5.210708,100019
L01450232,50.667589,5.210708,100019
L01450234,50.667589,5.210708,450020
L01450238,50.667589,5.210708,110019
L02830178,50.667589,5.210708,100019
L02830180,50.667589,5.210708,280020
L02830189,50.667589,5.210708,180020
L07150053,50.667839,6.001896,70028
L07150054,50.667839,6.001896,150018

