trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
44039390-B_2024-BW_A_P4-Sem-Vac-15,18:33:00,18:33:00,Bbchndb1,6,0,0
44039390-B_2024-BW_A_P4-Sem-Vac-15,18:35:00,18:35:00,Bbchume1,7,0,0
44039390-B_2024-BW_A_P4-Sem-Vac-15,18:37:00,18:37:00,Bcbqrog1,8,0,0
44039390-B_2024-BW_A_P4-Sem-Vac-15,18:39:00,18:39:00,Bcbqpon1,9,0,0
44039390-B_2024-BW_A_P4-Sem-Vac-15,18:43:00,18:43:00,Btubga04,10,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:12:00,06:12:00,Bllnfeq1,1,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:13:00,06:13:00,Bottcva2,2,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:13:00,06:13:00,Bottbru2,3,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:14:00,06:14:00,Bllncbr2,4,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:15:00,06:15:00,Bllnpaf2,5,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:17:00,06:17:00,Bllngr04,6,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:21:00,06:21:00,Bllnchv2,7,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:22:00,06:22:00,Bllnhoc2,8,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:25:00,06:25:00,Bottppa2,9,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:26:00,06:26:00,Bottcba2,10,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:28:00,06:28:00,Bottpar2,11,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:28:00,06:28:00,Bottvtc2,12,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:31:00,06:31:00,Botteco2,13,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:32:00,06:32:00,Bottcro2,14,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:34:00,06:34:00,Bottpma2,15,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:35:00,06:35:00,Bottcco2,16,0,0
44520571-B_2024-BW_A_EX-Sem-N-3-17,06:37:00,06:37:00,Bottgar4,17,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:12:00,06:12:00,Bllnfeq1,1,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:13:00,06:13:00,Bottcva2,2,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:13:00,06:13:00,Bottbru2,3,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:14:00,06:14:00,Bllncbr2,4,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:15:00,06:15:00,Bllnpaf2,5,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:17:00,06:17:00,Bllngr04,6,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:21:00,06:21:00,Bllnchv2,7,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:22:00,06:22:00,Bllnhoc2,8,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:25:00,06:25:00,Bottppa2,9,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:26:00,06:26:00,Bottcba2,10,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:28:00,06:28:00,Bottpar2,11,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:28:00,06:28:00,Bottvtc2,12,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:31:00,06:31:00,Botteco2,13,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:32:00,06:32:00,Bottcro2,14,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:34:00,06:34:00,Bottpma2,15,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:35:00,06:35:00,Bottcco2,16,0,0
44520571-B_2024-BW_A_P2-Mercredi-26,06:37:00,06:37:00,Bottgar4,17,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:12:00,06:12:00,Bllnfeq1,1,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:13:00,06:13:00,Bottcva2,2,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:13:00,06:13:00,Bottbru2,3,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:14:00,06:14:00,Bllncbr2,4,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:15:00,06:15:00,Bllnpaf2,5,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:17:00,06:17:00,Bllngr04,6,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:21:00,06:21:00,Bllnchv2,7,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:22:00,06:22:00,Bllnhoc2,8,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:25:00,06:25:00,Bottppa2,9,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:26:00,06:26:00,Bottcba2,10,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:28:00,06:28:00,Bottpar2,11,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:28:00,06:28:00,Bottvtc2,12,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:31:00,06:31:00,Botteco2,13,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:32:00,06:32:00,Bottcro2,14,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:34:00,06:34:00,Bottpma2,15,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:35:00,06:35:00,Bottcco2,16,0,0
44520571-B_2024-BW_A_P2-Sem-N-3-26,06:37:00,06:37:00,Bottgar4,17,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:11:00,07:11:00,Bllnpeq1,1,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:12:00,07:12:00,Bllnfeq1,2,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:13:00,07:13:00,Bottcva2,3,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:13:00,07:13:00,Bottbru2,4,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:14:00,07:14:00,Bllncbr2,5,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:15:00,07:15:00,Bllnpaf2,6,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:17:00,07:17:00,Bllngr04,7,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:21:00,07:21:00,Bllnchv2,8,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:22:00,07:22:00,Bllnhoc2,9,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:25:00,07:25:00,Bottppa2,10,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:26:00,07:26:00,Bottcba2,11,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:28:00,07:28:00,Bottpar2,12,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:28:00,07:28:00,Bottvtc2,13,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:31:00,07:31:00,Botteco2,14,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:32:00,07:32:00,Bottcro2,15,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:34:00,07:34:00,Bottpma2,16,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:35:00,07:35:00,Bottcco2,17,0,0
44520572-B_2024-BW_A_EX-Sem-N-3-17,07:37:00,07:37:00,Bottgar4,18,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:11:00,07:11:00,Bllnpeq1,1,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:12:00,07:12:00,Bllnfeq1,2,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:13:00,07:13:00,Bottcva2,3,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:13:00,07:13:00,Bottbru2,4,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:14:00,07:14:00,Bllncbr2,5,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:15:00,07:15:00,Bllnpaf2,6,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:17:00,07:17:00,Bllngr04,7,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:21:00,07:21:00,Bllnchv2,8,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:22:00,07:22:00,Bllnhoc2,9,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:25:00,07:25:00,Bottppa2,10,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:26:00,07:26:00,Bottcba2,11,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:28:00,07:28:00,Bottpar2,12,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:28:00,07:28:00,Bottvtc2,13,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:31:00,07:31:00,Botteco2,14,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:32:00,07:32:00,Bottcro2,15,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:34:00,07:34:00,Bottpma2,16,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:35:00,07:35:00,Bottcco2,17,0,0
44520572-B_2024-BW_A_P2-Mercredi-26,07:37:00,07:37:00,Bottgar4,18,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:11:00,07:11:00,Bllnpeq1,1,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:12:00,07:12:00,Bllnfeq1,2,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:13:00,07:13:00,Bottcva2,3,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:13:00,07:13:00,Bottbru2,4,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:14:00,07:14:00,Bllncbr2,5,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:15:00,07:15:00,Bllnpaf2,6,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:17:00,07:17:00,Bllngr04,7,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:21:00,07:21:00,Bllnchv2,8,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:22:00,07:22:00,Bllnhoc2,9,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:25:00,07:25:00,Bottppa2,10,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:26:00,07:26:00,Bottcba2,11,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:28:00,07:28:00,Bottpar2,12,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:28:00,07:28:00,Bottvtc2,13,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:31:00,07:31:00,Botteco2,14,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:32:00,07:32:00,Bottcro2,15,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:34:00,07:34:00,Bottpma2,16,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:35:00,07:35:00,Bottcco2,17,0,0
44520572-B_2024-BW_A_P2-Sem-N-3-26,07:37:00,07:37:00,Bottgar4,18,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:14:00,08:14:00,Bllnpeq1,1,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:15:00,08:15:00,Bllnfeq1,2,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:16:00,08:16:00,Bottcva2,3,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:17:00,08:17:00,Bottbru2,4,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:18:00,08:18:00,Bllncbr2,5,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:20:00,08:20:00,Bllnpaf2,6,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:23:00,08:23:00,Bllngr04,7,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:27:00,08:27:00,Bllnchv2,8,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:28:00,08:28:00,Bllnhoc2,9,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:31:00,08:31:00,Bottppa2,10,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:32:00,08:32:00,Bottcba2,11,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:34:00,08:34:00,Bottpar2,12,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:35:00,08:35:00,Bottvtc2,13,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:38:00,08:38:00,Botteco2,14,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:39:00,08:39:00,Bottcro2,15,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:41:00,08:41:00,Bottpma2,16,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:43:00,08:43:00,Bottcco2,17,0,0
44520573-B_2024-BW_A_EX-Sem-N-3-17,08:45:00,08:45:00,Bottgar4,18,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:14:00,08:14:00,Bllnpeq1,1,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:15:00,08:15:00,Bllnfeq1,2,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:16:00,08:16:00,Bottcva2,3,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:17:00,08:17:00,Bottbru2,4,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:18:00,08:18:00,Bllncbr2,5,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:20:00,08:20:00,Bllnpaf2,6,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:23:00,08:23:00,Bllngr04,7,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:27:00,08:27:00,Bllnchv2,8,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:28:00,08:28:00,Bllnhoc2,9,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:31:00,08:31:00,Bottppa2,10,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:32:00,08:32:00,Bottcba2,11,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:34:00,08:34:00,Bottpar2,12,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:35:00,08:35:00,Bottvtc2,13,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:38:00,08:38:00,Botteco2,14,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:39:00,08:39:00,Bottcro2,15,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:41:00,08:41:00,Bottpma2,16,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:43:00,08:43:00,Bottcco2,17,0,0
44520573-B_2024-BW_A_P2-Mercredi-26,08:45:00,08:45:00,Bottgar4,18,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:14:00,08:14:00,Bllnpeq1,1,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:15:00,08:15:00,Bllnfeq1,2,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:16:00,08:16:00,Bottcva2,3,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:17:00,08:17:00,Bottbru2,4,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:18:00,08:18:00,Bllncbr2,5,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:20:00,08:20:00,Bllnpaf2,6,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:23:00,08:23:00,Bllngr04,7,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:27:00,08:27:00,Bllnchv2,8,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:28:00,08:28:00,Bllnhoc2,9,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:31:00,08:31:00,Bottppa2,10,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:32:00,08:32:00,Bottcba2,11,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:34:00,08:34:00,Bottpar2,12,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:35:00,08:35:00,Bottvtc2,13,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:38:00,08:38:00,Botteco2,14,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:39:00,08:39:00,Bottcro2,15,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:41:00,08:41:00,Bottpma2,16,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:43:00,08:43:00,Bottcco2,17,0,0
44520573-B_2024-BW_A_P2-Sem-N-3-26,08:45:00,08:45:00,Bottgar4,18,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:11:00,09:11:00,Bllnpeq1,1,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:12:00,09:12:00,Bllnfeq1,2,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:13:00,09:13:00,Bottcva2,3,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:13:00,09:13:00,Bottbru2,4,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:14:00,09:14:00,Bllncbr2,5,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:15:00,09:15:00,Bllnpaf2,6,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:17:00,09:17:00,Bllngr04,7,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:21:00,09:21:00,Bllnchv2,8,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:22:00,09:22:00,Bllnhoc2,9,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:25:00,09:25:00,Bottppa2,10,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:26:00,09:26:00,Bottcba2,11,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:28:00,09:28:00,Bottpar2,12,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:28:00,09:28:00,Bottvtc2,13,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:31:00,09:31:00,Botteco2,14,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:32:00,09:32:00,Bottcro2,15,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:34:00,09:34:00,Bottpma2,16,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:35:00,09:35:00,Bottcco2,17,0,0
44520574-B_2024-BW_A_EX-Sem-N-3-17,09:37:00,09:37:00,Bottgar4,18,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:11:00,09:11:00,Bllnpeq1,1,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:12:00,09:12:00,Bllnfeq1,2,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:13:00,09:13:00,Bottcva2,3,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:13:00,09:13:00,Bottbru2,4,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:14:00,09:14:00,Bllncbr2,5,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:15:00,09:15:00,Bllnpaf2,6,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:17:00,09:17:00,Bllngr04,7,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:21:00,09:21:00,Bllnchv2,8,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:22:00,09:22:00,Bllnhoc2,9,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:25:00,09:25:00,Bottppa2,10,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:26:00,09:26:00,Bottcba2,11,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:28:00,09:28:00,Bottpar2,12,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:28:00,09:28:00,Bottvtc2,13,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:31:00,09:31:00,Botteco2,14,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:32:00,09:32:00,Bottcro2,15,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:34:00,09:34:00,Bottpma2,16,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:35:00,09:35:00,Bottcco2,17,0,0
44520574-B_2024-BW_A_P2-Mercredi-26,09:37:00,09:37:00,Bottgar4,18,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:11:00,09:11:00,Bllnpeq1,1,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:12:00,09:12:00,Bllnfeq1,2,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:13:00,09:13:00,Bottcva2,3,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:13:00,09:13:00,Bottbru2,4,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:14:00,09:14:00,Bllncbr2,5,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:15:00,09:15:00,Bllnpaf2,6,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:17:00,09:17:00,Bllngr04,7,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:21:00,09:21:00,Bllnchv2,8,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:22:00,09:22:00,Bllnhoc2,9,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:25:00,09:25:00,Bottppa2,10,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:26:00,09:26:00,Bottcba2,11,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:28:00,09:28:00,Bottpar2,12,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:28:00,09:28:00,Bottvtc2,13,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:31:00,09:31:00,Botteco2,14,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:32:00,09:32:00,Bottcro2,15,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:34:00,09:34:00,Bottpma2,16,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:35:00,09:35:00,Bottcco2,17,0,0
44520574-B_2024-BW_A_P2-Sem-N-3-26,09:37:00,09:37:00,Bottgar4,18,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:11:00,10:11:00,Bllnpeq1,1,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:12:00,10:12:00,Bllnfeq1,2,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:13:00,10:13:00,Bottcva2,3,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:13:00,10:13:00,Bottbru2,4,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:14:00,10:14:00,Bllncbr2,5,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:15:00,10:15:00,Bllnpaf2,6,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:17:00,10:17:00,Bllngr04,7,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:21:00,10:21:00,Bllnchv2,8,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:22:00,10:22:00,Bllnhoc2,9,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:25:00,10:25:00,Bottppa2,10,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:26:00,10:26:00,Bottcba2,11,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:28:00,10:28:00,Bottpar2,12,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:28:00,10:28:00,Bottvtc2,13,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:31:00,10:31:00,Botteco2,14,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:32:00,10:32:00,Bottcro2,15,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:34:00,10:34:00,Bottpma2,16,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:35:00,10:35:00,Bottcco2,17,0,0
44520575-B_2024-BW_A_EX-Sem-N-3-17,10:37:00,10:37:00,Bottgar4,18,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:11:00,10:11:00,Bllnpeq1,1,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:12:00,10:12:00,Bllnfeq1,2,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:13:00,10:13:00,Bottcva2,3,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:13:00,10:13:00,Bottbru2,4,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:14:00,10:14:00,Bllncbr2,5,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:15:00,10:15:00,Bllnpaf2,6,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:17:00,10:17:00,Bllngr04,7,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:21:00,10:21:00,Bllnchv2,8,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:22:00,10:22:00,Bllnhoc2,9,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:25:00,10:25:00,Bottppa2,10,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:26:00,10:26:00,Bottcba2,11,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:28:00,10:28:00,Bottpar2,12,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:28:00,10:28:00,Bottvtc2,13,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:31:00,10:31:00,Botteco2,14,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:32:00,10:32:00,Bottcro2,15,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:34:00,10:34:00,Bottpma2,16,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:35:00,10:35:00,Bottcco2,17,0,0
44520575-B_2024-BW_A_P2-Mercredi-26,10:37:00,10:37:00,Bottgar4,18,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:11:00,10:11:00,Bllnpeq1,1,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:12:00,10:12:00,Bllnfeq1,2,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:13:00,10:13:00,Bottcva2,3,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:13:00,10:13:00,Bottbru2,4,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:14:00,10:14:00,Bllncbr2,5,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:15:00,10:15:00,Bllnpaf2,6,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:17:00,10:17:00,Bllngr04,7,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:21:00,10:21:00,Bllnchv2,8,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:22:00,10:22:00,Bllnhoc2,9,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:25:00,10:25:00,Bottppa2,10,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:26:00,10:26:00,Bottcba2,11,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:28:00,10:28:00,Bottpar2,12,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:28:00,10:28:00,Bottvtc2,13,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:31:00,10:31:00,Botteco2,14,0,0
44520575-B_2024-BW_A_P2-Sem-N-3-26,10:32:00,10:32:00,Bottcro2,15,0,0
