trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
45965021-B_2025-BW_A_J6-Samedi-01,07:39:00,07:39:00,Bblamsj2,2,0,0
45965021-B_2025-BW_A_J6-Samedi-01,07:41:00,07:41:00,Bblacco2,3,0,0
45965021-B_2025-BW_A_J6-Samedi-01,07:45:00,07:45:00,Bwatmsj8,4,0,0
45965021-B_2025-BW_A_J6-Samedi-01,07:45:00,07:45:00,Bwatms09,5,0,0
45965021-B_2025-BW_A_J6-Samedi-01,07:48:00,07:48:00,Clpalli1,6,0,0
45965021-B_2025-BW_A_J6-Samedi-01,07:52:00,07:52:00,Cglbras1,7,0,0
45965021-B_2025-BW_A_J6-Samedi-01,07:54:00,07:54:00,Bgnpchb1,8,0,0
45965021-B_2025-BW_A_J6-Samedi-01,08:04:00,08:04:00,Bcsebea3,9,0,0
45965021-B_2025-BW_A_J6-Samedi-01,08:08:00,08:08:00,Bllnpaf2,10,0,0
45965021-B_2025-BW_A_J6-Samedi-01,08:10:00,08:10:00,Bllngr04,11,0,0
45965022-B_2025-BW_A_J6-Samedi-01,09:37:00,09:37:00,Bblagr03,1,0,0
45965022-B_2025-BW_A_J6-Samedi-01,09:39:00,09:39:00,Bblamsj2,2,0,0
45965022-B_2025-BW_A_J6-Samedi-01,09:41:00,09:41:00,Bblacco2,3,0,0
45965022-B_2025-BW_A_J6-Samedi-01,09:45:00,09:45:00,Bwatmsj8,4,0,0
45965022-B_2025-BW_A_J6-Samedi-01,09:45:00,09:45:00,Bwatms09,5,0,0
45965022-B_2025-BW_A_J6-Samedi-01,09:48:00,09:48:00,Clpalli1,6,0,0
45965022-B_2025-BW_A_J6-Samedi-01,09:52:00,09:52:00,Cglbras1,7,0,0
45965022-B_2025-BW_A_J6-Samedi-01,09:54:00,09:54:00,Bgnpchb1,8,0,0
45965022-B_2025-BW_A_J6-Samedi-01,10:04:00,10:04:00,Bcsebea3,9,0,0
45965022-B_2025-BW_A_J6-Samedi-01,10:08:00,10:08:00,Bllnpaf2,10,0,0
45965022-B_2025-BW_A_J6-Samedi-01,10:10:00,10:10:00,Bllngr04,11,0,0
45965023-B_2025-BW_A_J6-Samedi-01,11:37:00,11:37:00,Bblagr03,1,0,0
45965023-B_2025-BW_A_J6-Samedi-01,11:39:00,11:39:00,Bblamsj2,2,0,0
45965023-B_2025-BW_A_J6-Samedi-01,11:41:00,11:41:00,Bblacco2,3,0,0
45965023-B_2025-BW_A_J6-Samedi-01,11:45:00,11:45:00,Bwatmsj8,4,0,0
45965023-B_2025-BW_A_J6-Samedi-01,11:45:00,11:45:00,Bwatms09,5,0,0
45965023-B_2025-BW_A_J6-Samedi-01,11:48:00,11:48:00,Clpalli1,6,0,0
45965023-B_2025-BW_A_J6-Samedi-01,11:52:00,11:52:00,Cglbras1,7,0,0
45965023-B_2025-BW_A_J6-Samedi-01,11:54:00,11:54:00,Bgnpchb1,8,0,0
45965023-B_2025-BW_A_J6-Samedi-01,12:04:00,12:04:00,Bcsebea3,9,0,0
45965023-B_2025-BW_A_J6-Samedi-01,12:08:00,12:08:00,Bllnpaf2,10,0,0
45965023-B_2025-BW_A_J6-Samedi-01,12:10:00,12:10:00,Bllngr04,11,0,0
45965024-B_2025-BW_A_J6-Samedi-01,13:37:00,13:37:00,Bblagr03,1,0,0
45965024-B_2025-BW_A_J6-Samedi-01,13:39:00,13:39:00,Bblamsj2,2,0,0
45965024-B_2025-BW_A_J6-Samedi-01,13:41:00,13:41:00,Bblacco2,3,0,0
45965024-B_2025-BW_A_J6-Samedi-01,13:45:00,13:45:00,Bwatmsj8,4,0,0
45965024-B_2025-BW_A_J6-Samedi-01,13:45:00,13:45:00,Bwatms09,5,0,0
45965024-B_2025-BW_A_J6-Samedi-01,13:48:00,13:48:00,Clpalli1,6,0,0
45965024-B_2025-BW_A_J6-Samedi-01,13:52:00,13:52:00,Cglbras1,7,0,0
45965024-B_2025-BW_A_J6-Samedi-01,13:54:00,13:54:00,Bgnpchb1,8,0,0
45965024-B_2025-BW_A_J6-Samedi-01,14:04:00,14:04:00,Bcsebea3,9,0,0
45965024-B_2025-BW_A_J6-Samedi-01,14:08:00,14:08:00,Bllnpaf2,10,0,0
45965024-B_2025-BW_A_J6-Samedi-01,14:10:00,14:10:00,Bllngr04,11,0,0
45965025-B_2025-BW_A_J6-Samedi-01,15:37:00,15:37:00,Bblagr03,1,0,0
45965025-B_2025-BW_A_J6-Samedi-01,15:39:00,15:39:00,Bblamsj2,2,0,0
45965025-B_2025-BW_A_J6-Samedi-01,15:41:00,15:41:00,Bblacco2,3,0,0
45965025-B_2025-BW_A_J6-Samedi-01,15:45:00,15:45:00,Bwatmsj8,4,0,0
45965025-B_2025-BW_A_J6-Samedi-01,15:45:00,15:45:00,Bwatms09,5,0,0
45965025-B_2025-BW_A_J6-Samedi-01,15:48:00,15:48:00,Clpalli1,6,0,0
45965025-B_2025-BW_A_J6-Samedi-01,15:52:00,15:52:00,Cglbras1,7,0,0
45965025-B_2025-BW_A_J6-Samedi-01,15:54:00,15:54:00,Bgnpchb1,8,0,0
45965025-B_2025-BW_A_J6-Samedi-01,16:04:00,16:04:00,Bcsebea3,9,0,0
45965025-B_2025-BW_A_J6-Samedi-01,16:08:00,16:08:00,Bllnpaf2,10,0,0
45965025-B_2025-BW_A_J6-Samedi-01,16:10:00,16:10:00,Bllngr04,11,0,0
45965026-B_2025-BW_A_J6-Samedi-01,17:37:00,17:37:00,Bblagr03,1,0,0
45965026-B_2025-BW_A_J6-Samedi-01,17:39:00,17:39:00,Bblamsj2,2,0,0
45965026-B_2025-BW_A_J6-Samedi-01,17:41:00,17:41:00,Bblacco2,3,0,0
45965026-B_2025-BW_A_J6-Samedi-01,17:45:00,17:45:00,Bwatmsj8,4,0,0
45965026-B_2025-BW_A_J6-Samedi-01,17:45:00,17:45:00,Bwatms09,5,0,0
45965026-B_2025-BW_A_J6-Samedi-01,17:48:00,17:48:00,Clpalli1,6,0,0
45965026-B_2025-BW_A_J6-Samedi-01,17:52:00,17:52:00,Cglbras1,7,0,0
45965026-B_2025-BW_A_J6-Samedi-01,17:54:00,17:54:00,Bgnpchb1,8,0,0
45965026-B_2025-BW_A_J6-Samedi-01,18:04:00,18:04:00,Bcsebea3,9,0,0
45965026-B_2025-BW_A_J6-Samedi-01,18:08:00,18:08:00,Bllnpaf2,10,0,0
45965026-B_2025-BW_A_J6-Samedi-01,18:10:00,18:10:00,Bllngr04,11,0,0
45965027-B_2025-BW_A_J6-Samedi-01,20:50:00,20:50:00,Bllngr04,1,0,0
45965027-B_2025-BW_A_J6-Samedi-01,20:52:00,20:52:00,Bllnpaf1,2,0,0
45965027-B_2025-BW_A_J6-Samedi-01,20:57:00,20:57:00,Bcsebea4,3,0,0
45965027-B_2025-BW_A_J6-Samedi-01,21:07:00,21:07:00,Bgnpchb1,4,0,0
45965027-B_2025-BW_A_J6-Samedi-01,21:09:00,21:09:00,Cglbras2,5,0,0
45965027-B_2025-BW_A_J6-Samedi-01,21:13:00,21:13:00,Clpalli2,6,0,0
45965027-B_2025-BW_A_J6-Samedi-01,21:17:00,21:17:00,Bwatms10,7,0,0
45965027-B_2025-BW_A_J6-Samedi-01,21:19:00,21:19:00,Bblacco1,8,0,0
45965027-B_2025-BW_A_J6-Samedi-01,21:20:00,21:20:00,Bblamsj1,9,0,0
45965027-B_2025-BW_A_J6-Samedi-01,21:23:00,21:23:00,Bblagr03,10,0,0
45965028-B_2025-BW_A_J6-Samedi-01,10:50:00,10:50:00,Bllngr04,1,0,0
45965028-B_2025-BW_A_J6-Samedi-01,10:52:00,10:52:00,Bllnpaf1,2,0,0
45965028-B_2025-BW_A_J6-Samedi-01,10:57:00,10:57:00,Bcsebea4,3,0,0
45965028-B_2025-BW_A_J6-Samedi-01,11:07:00,11:07:00,Bgnpchb1,4,0,0
45965028-B_2025-BW_A_J6-Samedi-01,11:09:00,11:09:00,Cglbras2,5,0,0
45965028-B_2025-BW_A_J6-Samedi-01,11:13:00,11:13:00,Clpalli2,6,0,0
45965028-B_2025-BW_A_J6-Samedi-01,11:17:00,11:17:00,Bwatms10,7,0,0
45965028-B_2025-BW_A_J6-Samedi-01,11:19:00,11:19:00,Bblacco1,8,0,0
45965028-B_2025-BW_A_J6-Samedi-01,11:20:00,11:20:00,Bblamsj1,9,0,0
45965028-B_2025-BW_A_J6-Samedi-01,11:23:00,11:23:00,Bblagr03,10,0,0
45965029-B_2025-BW_A_J6-Samedi-01,16:50:00,16:50:00,Bllngr04,1,0,0
45965029-B_2025-BW_A_J6-Samedi-01,16:52:00,16:52:00,Bllnpaf1,2,0,0
45965029-B_2025-BW_A_J6-Samedi-01,16:57:00,16:57:00,Bcsebea4,3,0,0
45965029-B_2025-BW_A_J6-Samedi-01,17:07:00,17:07:00,Bgnpchb1,4,0,0
45965029-B_2025-BW_A_J6-Samedi-01,17:09:00,17:09:00,Cglbras2,5,0,0
45965029-B_2025-BW_A_J6-Samedi-01,17:13:00,17:13:00,Clpalli2,6,0,0
45965029-B_2025-BW_A_J6-Samedi-01,17:17:00,17:17:00,Bwatms10,7,0,0
45965029-B_2025-BW_A_J6-Samedi-01,17:19:00,17:19:00,Bblacco1,8,0,0
45965029-B_2025-BW_A_J6-Samedi-01,17:20:00,17:20:00,Bblamsj1,9,0,0
45965029-B_2025-BW_A_J6-Samedi-01,17:23:00,17:23:00,Bblagr03,10,0,0
45965030-B_2025-BW_A_J6-Samedi-01,12:50:00,12:50:00,Bllngr04,1,0,0
45965030-B_2025-BW_A_J6-Samedi-01,12:52:00,12:52:00,Bllnpaf1,2,0,0
45965030-B_2025-BW_A_J6-Samedi-01,12:57:00,12:57:00,Bcsebea4,3,0,0
45965030-B_2025-BW_A_J6-Samedi-01,13:07:00,13:07:00,Bgnpchb1,4,0,0
45965030-B_2025-BW_A_J6-Samedi-01,13:09:00,13:09:00,Cglbras2,5,0,0
45965030-B_2025-BW_A_J6-Samedi-01,13:13:00,13:13:00,Clpalli2,6,0,0
45965030-B_2025-BW_A_J6-Samedi-01,13:17:00,13:17:00,Bwatms10,7,0,0
45965030-B_2025-BW_A_J6-Samedi-01,13:19:00,13:19:00,Bblacco1,8,0,0
45965030-B_2025-BW_A_J6-Samedi-01,13:20:00,13:20:00,Bblamsj1,9,0,0
45965030-B_2025-BW_A_J6-Samedi-01,13:23:00,13:23:00,Bblagr03,10,0,0
45965031-B_2025-BW_A_J6-Samedi-01,08:50:00,08:50:00,Bllngr04,1,0,0
45965031-B_2025-BW_A_J6-Samedi-01,08:52:00,08:52:00,Bllnpaf1,2,0,0
45965031-B_2025-BW_A_J6-Samedi-01,08:57:00,08:57:00,Bcsebea4,3,0,0
45965031-B_2025-BW_A_J6-Samedi-01,09:07:00,09:07:00,Bgnpchb1,4,0,0
45965031-B_2025-BW_A_J6-Samedi-01,09:09:00,09:09:00,Cglbras2,5,0,0
45965031-B_2025-BW_A_J6-Samedi-01,09:13:00,09:13:00,Clpalli2,6,0,0
45965031-B_2025-BW_A_J6-Samedi-01,09:17:00,09:17:00,Bwatms10,7,0,0
45965031-B_2025-BW_A_J6-Samedi-01,09:19:00,09:19:00,Bblacco1,8,0,0
45965031-B_2025-BW_A_J6-Samedi-01,09:20:00,09:20:00,Bblamsj1,9,0,0
45965031-B_2025-BW_A_J6-Samedi-01,09:23:00,09:23:00,Bblagr03,10,0,0
45965032-B_2025-BW_A_J6-Samedi-01,14:50:00,14:50:00,Bllngr04,1,0,0
45965032-B_2025-BW_A_J6-Samedi-01,14:52:00,14:52:00,Bllnpaf1,2,0,0
45965032-B_2025-BW_A_J6-Samedi-01,14:57:00,14:57:00,Bcsebea4,3,0,0
45965032-B_2025-BW_A_J6-Samedi-01,15:07:00,15:07:00,Bgnpchb1,4,0,0
45965032-B_2025-BW_A_J6-Samedi-01,15:09:00,15:09:00,Cglbras2,5,0,0
45965032-B_2025-BW_A_J6-Samedi-01,15:13:00,15:13:00,Clpalli2,6,0,0
45965032-B_2025-BW_A_J6-Samedi-01,15:17:00,15:17:00,Bwatms10,7,0,0
45965032-B_2025-BW_A_J6-Samedi-01,15:19:00,15:19:00,Bblacco1,8,0,0
45965032-B_2025-BW_A_J6-Samedi-01,15:20:00,15:20:00,Bblamsj1,9,0,0
45965032-B_2025-BW_A_J6-Samedi-01,15:23:00,15:23:00,Bblagr03,10,0,0
45965033-B_2025-BW_A_J6-Samedi-01,18:50:00,18:50:00,Bllngr04,1,0,0
45965033-B_2025-BW_A_J6-Samedi-01,18:52:00,18:52:00,Bllnpaf1,2,0,0
45965033-B_2025-BW_A_J6-Samedi-01,18:57:00,18:57:00,Bcsebea4,3,0,0
45965033-B_2025-BW_A_J6-Samedi-01,19:07:00,19:07:00,Bgnpchb1,4,0,0
45965033-B_2025-BW_A_J6-Samedi-01,19:09:00,19:09:00,Cglbras2,5,0,0
45965033-B_2025-BW_A_J6-Samedi-01,19:13:00,19:13:00,Clpalli2,6,0,0
45965033-B_2025-BW_A_J6-Samedi-01,19:17:00,19:17:00,Bwatms10,7,0,0
45965033-B_2025-BW_A_J6-Samedi-01,19:19:00,19:19:00,Bblacco1,8,0,0
45965033-B_2025-BW_A_J6-Samedi-01,19:20:00,19:20:00,Bblamsj1,9,0,0
45965033-B_2025-BW_A_J6-Samedi-01,19:23:00,19:23:00,Bblagr03,10,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:12:00,14:12:00,Bllnpeq1,1,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:13:00,14:13:00,Bllnfeq1,2,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:14:00,14:14:00,Bottcva2,3,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:14:00,14:14:00,Bottbru2,4,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:15:00,14:15:00,Bllncbr2,5,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:16:00,14:16:00,Bllnpaf2,6,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:18:00,14:18:00,Bllngr04,7,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:21:00,14:21:00,Bllnchv2,8,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:22:00,14:22:00,Bllnhoc2,9,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:25:00,14:25:00,Bottppa2,10,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:26:00,14:26:00,Bottcba2,11,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:27:00,14:27:00,Bottpar2,12,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:28:00,14:28:00,Bottvtc2,13,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:30:00,14:30:00,Botteco2,14,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:31:00,14:31:00,Bottcro2,15,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:33:00,14:33:00,Bottpma2,16,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:34:00,14:34:00,Bottcco2,17,0,0
45965037-B_2025-BW_A_J7-Dimanche-01,14:36:00,14:36:00,Bottgar4,18,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:12:00,14:12:00,Bllnpeq1,1,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:13:00,14:13:00,Bllnfeq1,2,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:14:00,14:14:00,Bottcva2,3,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:14:00,14:14:00,Bottbru2,4,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:15:00,14:15:00,Bllncbr2,5,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:16:00,14:16:00,Bllnpaf2,6,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:18:00,14:18:00,Bllngr04,7,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:21:00,14:21:00,Bllnchv2,8,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:22:00,14:22:00,Bllnhoc2,9,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:25:00,14:25:00,Bottppa2,10,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:26:00,14:26:00,Bottcba2,11,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:27:00,14:27:00,Bottpar2,12,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:28:00,14:28:00,Bottvtc2,13,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:30:00,14:30:00,Botteco2,14,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:31:00,14:31:00,Bottcro2,15,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:33:00,14:33:00,Bottpma2,16,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:34:00,14:34:00,Bottcco2,17,0,0
45965037-B_2025-BW_A_J7-Dimanche-02,14:36:00,14:36:00,Bottgar4,18,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:12:00,17:12:00,Bllnpeq1,1,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:13:00,17:13:00,Bllnfeq1,2,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:14:00,17:14:00,Bottcva2,3,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:14:00,17:14:00,Bottbru2,4,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:15:00,17:15:00,Bllncbr2,5,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:16:00,17:16:00,Bllnpaf2,6,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:18:00,17:18:00,Bllngr04,7,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:21:00,17:21:00,Bllnchv2,8,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:22:00,17:22:00,Bllnhoc2,9,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:25:00,17:25:00,Bottppa2,10,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:26:00,17:26:00,Bottcba2,11,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:27:00,17:27:00,Bottpar2,12,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:28:00,17:28:00,Bottvtc2,13,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:30:00,17:30:00,Botteco2,14,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:31:00,17:31:00,Bottcro2,15,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:33:00,17:33:00,Bottpma2,16,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:34:00,17:34:00,Bottcco2,17,0,0
45965038-B_2025-BW_A_J7-Dimanche-01,17:36:00,17:36:00,Bottgar4,18,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:12:00,17:12:00,Bllnpeq1,1,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:13:00,17:13:00,Bllnfeq1,2,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:14:00,17:14:00,Bottcva2,3,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:14:00,17:14:00,Bottbru2,4,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:15:00,17:15:00,Bllncbr2,5,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:16:00,17:16:00,Bllnpaf2,6,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:18:00,17:18:00,Bllngr04,7,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:21:00,17:21:00,Bllnchv2,8,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:22:00,17:22:00,Bllnhoc2,9,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:25:00,17:25:00,Bottppa2,10,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:26:00,17:26:00,Bottcba2,11,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:27:00,17:27:00,Bottpar2,12,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:28:00,17:28:00,Bottvtc2,13,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:30:00,17:30:00,Botteco2,14,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:31:00,17:31:00,Bottcro2,15,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:33:00,17:33:00,Bottpma2,16,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:34:00,17:34:00,Bottcco2,17,0,0
45965038-B_2025-BW_A_J7-Dimanche-02,17:36:00,17:36:00,Bottgar4,18,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:12:00,19:12:00,Bllnpeq1,1,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:13:00,19:13:00,Bllnfeq1,2,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:14:00,19:14:00,Bottcva2,3,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:14:00,19:14:00,Bottbru2,4,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:15:00,19:15:00,Bllncbr2,5,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:16:00,19:16:00,Bllnpaf2,6,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:18:00,19:18:00,Bllngr04,7,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:21:00,19:21:00,Bllnchv2,8,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:22:00,19:22:00,Bllnhoc2,9,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:25:00,19:25:00,Bottppa2,10,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:26:00,19:26:00,Bottcba2,11,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:27:00,19:27:00,Bottpar2,12,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:28:00,19:28:00,Bottvtc2,13,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:30:00,19:30:00,Botteco2,14,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:31:00,19:31:00,Bottcro2,15,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:33:00,19:33:00,Bottpma2,16,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:34:00,19:34:00,Bottcco2,17,0,0
45965039-B_2025-BW_A_J7-Dimanche-01,19:36:00,19:36:00,Bottgar4,18,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:12:00,19:12:00,Bllnpeq1,1,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:13:00,19:13:00,Bllnfeq1,2,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:14:00,19:14:00,Bottcva2,3,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:14:00,19:14:00,Bottbru2,4,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:15:00,19:15:00,Bllncbr2,5,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:16:00,19:16:00,Bllnpaf2,6,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:18:00,19:18:00,Bllngr04,7,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:21:00,19:21:00,Bllnchv2,8,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:22:00,19:22:00,Bllnhoc2,9,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:25:00,19:25:00,Bottppa2,10,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:26:00,19:26:00,Bottcba2,11,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:27:00,19:27:00,Bottpar2,12,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:28:00,19:28:00,Bottvtc2,13,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:30:00,19:30:00,Botteco2,14,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:31:00,19:31:00,Bottcro2,15,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:33:00,19:33:00,Bottpma2,16,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:34:00,19:34:00,Bottcco2,17,0,0
45965039-B_2025-BW_A_J7-Dimanche-02,19:36:00,19:36:00,Bottgar4,18,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:12:00,06:12:00,Bllnfeq1,1,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:13:00,06:13:00,Bottcva2,2,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:13:00,06:13:00,Bottbru2,3,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:14:00,06:14:00,Bllncbr2,4,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:15:00,06:15:00,Bllnpaf2,5,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:17:00,06:17:00,Bllngr04,6,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:21:00,06:21:00,Bllnchv2,7,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:22:00,06:22:00,Bllnhoc2,8,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:25:00,06:25:00,Bottppa2,9,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:26:00,06:26:00,Bottcba2,10,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:28:00,06:28:00,Bottpar2,11,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:28:00,06:28:00,Bottvtc2,12,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:31:00,06:31:00,Botteco2,13,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:32:00,06:32:00,Bottcro2,14,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:34:00,06:34:00,Bottpma2,15,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:35:00,06:35:00,Bottcco2,16,0,0
45965374-B_2025-BW_A_P2-Mercredi-02,06:37:00,06:37:00,Bottgar4,17,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:12:00,06:12:00,Bllnfeq1,1,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:13:00,06:13:00,Bottcva2,2,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:13:00,06:13:00,Bottbru2,3,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:14:00,06:14:00,Bllncbr2,4,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:15:00,06:15:00,Bllnpaf2,5,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:17:00,06:17:00,Bllngr04,6,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:21:00,06:21:00,Bllnchv2,7,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:22:00,06:22:00,Bllnhoc2,8,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:25:00,06:25:00,Bottppa2,9,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:26:00,06:26:00,Bottcba2,10,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:28:00,06:28:00,Bottpar2,11,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:28:00,06:28:00,Bottvtc2,12,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:31:00,06:31:00,Botteco2,13,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:32:00,06:32:00,Bottcro2,14,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:34:00,06:34:00,Bottpma2,15,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:35:00,06:35:00,Bottcco2,16,0,0
45965374-B_2025-BW_A_P2-Sem-N-3-02,06:37:00,06:37:00,Bottgar4,17,0,0
