stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
Bnivlab2,,"NIVELLES Laboratoire",,  50.580677,   4.363276,6110,,0
Bnivlai1,,"NIVELLES Laiterie",,  50.598519,   4.308268,6110,,0
Bnivlai2,,"NIVELLES Laiterie",,  50.598445,   4.308320,6110,,0
Bnivlbr1,,"NIVELLES Louis Braille",,  50.578641,   4.358413,6110,,0
Bnivlde1,,"NIVELLES Rue L. Delvaux",,  50.601932,   4.328353,6110,,0
Bnivlde2,,"NIVELLES Rue L. Delvaux",,  50.601826,   4.328009,6110,,0
Bnivlpa1,,"NIVELLES Laid Patard",,  50.629689,   4.322581,6111,,0
Bnivlpa2,,"NIVELLES Laid Patard",,  50.629655,   4.322772,6111,,0
Bnivmat1,,"NIVELLES Maîtrise",,  50.582555,   4.358115,6110,,0
Bnivmet1,,"NIVELLES Métallurgie",,  50.602565,   4.316875,6110,,0
Bnivmet2,,"NIVELLES Métallurgie",,  50.602026,   4.317297,6110,,0
Bnivmfr1,,"NIVELLES Monument Français",,  50.578574,   4.342691,7161,,0
Bnivmfr2,,"NIVELLES Monument Français",,  50.578646,   4.342853,7161,,0
Bnivmon1,,"NIVELLES Chemin de Monstreux",,  50.581682,   4.299515,6110,,0
Bnivmon2,,"NIVELLES Chemin de Monstreux",,  50.581248,   4.299211,6110,,0
Bnivpal1,,"NIVELLES Le Palais",,  50.597017,   4.375274,6110,,0
Bnivpal2,,"NIVELLES Le Palais",,  50.597155,   4.375867,6110,,0
Bnivpar1,,"NIVELLES Rue du Paradis",,  50.605888,   4.331667,6110,,0
Bnivpba1,,"NIVELLES Petit Baulers",,  50.617667,   4.328541,6111,,0
Bnivpba2,,"NIVELLES Petit Baulers",,  50.617497,   4.328286,6111,,0
Bnivpeu1,,"NIVELLES Place de l'Euros",,  50.586708,   4.336133,6110,,0
Bnivpeu2,,"NIVELLES Place de l'Euros",,  50.586627,   4.336143,6110,,0
Bnivpgr1,,"NIVELLES Progrès",,  50.594476,   4.360448,6110,,0
Bnivpgr2,,"NIVELLES Progrès",,  50.594566,   4.360479,6110,,0
Bnivphm1,,"NIVELLES Pharmacie Militaire",,  50.598747,   4.353023,6110,,0
Bnivphm2,,"NIVELLES Pharmacie Militaire",,  50.598589,   4.353081,6110,,0
Bnivphs1,,"NIVELLES Paul-Henri Spaak",,  50.619087,   4.328480,6111,,0
Bnivphs2,,"NIVELLES Paul-Henri Spaak",,  50.619205,   4.328319,6111,,0
Bnivpla1,,"NIVELLES Place de Lalieux",,  50.598779,   4.327474,6110,,0
Bnivpla2,,"NIVELLES Place de Lalieux",,  50.598825,   4.327579,6110,,0
Bnivplt1,,"NIVELLES La Palette",,  50.586348,   4.316070,6110,,0
Bnivplt2,,"NIVELLES La Palette",,  50.586332,   4.315902,6110,,0
Bnivpri1,,"NIVELLES Allée des Primevères",,  50.603179,   4.349923,6110,,0
Bnivpri2,,"NIVELLES Allée des Primevères",,  50.603295,   4.349914,6110,,0
Bnivpro1,,"NIVELLES Route de Petit-Roeulx",,  50.590655,   4.314720,6110,,0
Bnivpro2,,"NIVELLES Route de Petit-Roeulx",,  50.590017,   4.314031,6110,,0
Bnivpso1,,"NIVELLES Place du Souvenir",,  50.595345,   4.327967,6110,,0
Bnivpso2,,"NIVELLES Place du Souvenir",,  50.595676,   4.326906,6110,,0
Bnivpve1,,"NIVELLES Panier Vert",,  50.595493,   4.311880,6110,,0
Bnivpve2,,"NIVELLES Panier Vert",,  50.595577,   4.312158,6110,,0
Bnivrec1,,"NIVELLES Recherche",,  50.585920,   4.355771,6110,,0
Bnivrec2,,"NIVELLES Recherche",,  50.586222,   4.355742,6110,,0
Bnivros1,,"NIVELLES Allée des Roses",,  50.600700,   4.348150,6110,,0
Bnivros2,,"NIVELLES Allée des Roses",,  50.600624,   4.348104,6110,,0
Bnivrsa1,,"NIVELLES Résidence Samiette",,  50.595497,   4.314802,6110,,0
Bnivrsa2,,"NIVELLES Résidence Samiette",,  50.595430,   4.314945,6110,,0
Bnivrsh1,,"NIVELLES Robert Schuman",,  50.621917,   4.325154,6111,,0
Bnivrsh2,,"NIVELLES Robert Schuman",,  50.621670,   4.325376,6111,,0
Bnivrwi1,,"NIVELLES Rue Willame",,  50.600873,   4.335579,6110,,0
Bnivrwi2,,"NIVELLES Rue Willame",,  50.600907,   4.335696,6110,,0
Bnivsba1,,"NIVELLES Sainte-Barbe",,  50.592034,   4.312753,6110,,0
Bnivsba2,,"NIVELLES Sainte-Barbe",,  50.591718,   4.313149,6110,,0
Bnivsci1,,"NIVELLES Science",,  50.582026,   4.354202,6110,,0
Bnivsci2,,"NIVELLES Science",,  50.582046,   4.354109,6110,,0
Bnivsho1,,"NIVELLES Shopping",,  50.588801,   4.310405,6110,,0
Bnivsho2,,"NIVELLES Shopping",,  50.588421,   4.309900,6110,,0
Bnivsnu1,,"NIVELLES Square des Nations-Unies",,  50.601399,   4.345077,6110,,0
Bnivsnu2,,"NIVELLES Square des Nations-Unies",,  50.601627,   4.344104,6110,,0
Bnivsoi1,,"NIVELLES Rue de Soignies",,  50.597257,   4.320032,6110,,0
Bnivsoi2,,"NIVELLES Rue de Soignies",,  50.597204,   4.320219,6110,,0
Bnivspi1,,"NIVELLES Chemin Saint-Pierre",,  50.608125,   4.320675,6110,,0
Bnivspi2,,"NIVELLES Chemin Saint-Pierre",,  50.608533,   4.321053,6110,,0
Bnivsse1,,"NIVELLES Saint-Sépulcre",,  50.601131,   4.331553,6110,,0
Bnivsto1,,"NIVELLES Chemin de Stoisy",,  50.588485,   4.331841,6110,,0
Bnivsto2,,"NIVELLES Chemin de Stoisy",,  50.588529,   4.331947,6110,,0
Bnivthe1,,"NIVELLES Thomas Edison",,  50.577167,   4.360297,6110,,0
Bnivtra1,,"NIVELLES Travail",,  50.591015,   4.357734,6110,,0
Bnivtra2,,"NIVELLES Travail",,  50.591029,   4.357609,6110,,0
Bnivvco2,,"NIVELLES Chemin Vieille Cour",,  50.581943,   4.360120,6110,,0
Bnivvcw1,,"NIVELLES Vieux Chemin de Wavre",,  50.600239,   4.352803,6110,,0
Bnivvcw2,,"NIVELLES Vieux Chemin de Wavre",,  50.600356,   4.352870,6110,,0
Bnivver1,,"NIVELLES Vert Chemin",,  50.589043,   4.336142,6110,,0
Bnivver2,,"NIVELLES Vert Chemin",,  50.589072,   4.336262,6110,,0
Bnivvri1,,"NIVELLES Val Riant",,  50.599150,   4.347876,6110,,0
Bnivvri2,,"NIVELLES Val Riant",,  50.599080,   4.347306,6110,,0
Bnivzep1,,"NIVELLES Rue de Zéphyr",,  50.588243,   4.333803,6110,,0
Bnivzep2,,"NIVELLES Rue de Zéphyr",,  50.588273,   4.333922,6110,,0
Bnivzon1,,"NIVELLES Zoning Nord",,  50.625224,   4.322596,6111,,0
Bnivzon2,,"NIVELLES Zoning Nord",,  50.625204,   4.322861,6111,,0
Bnodblt1,,"NODUWEZ Bois Larges Tailles",,  50.736157,   4.959463,6442,,0
Bnodblt2,,"NODUWEZ Bois Larges Tailles",,  50.736195,   4.959622,6442,,0
Bnodcab1,,"NODUWEZ Cabine",,  50.733070,   4.963695,6442,,0
Bnodcab2,,"NODUWEZ Cabine",,  50.732702,   4.963916,6442,,0
Bnodeco1,,"NODUWEZ Ecoles",,  50.729306,   4.967142,6442,,0
Bnodeco2,,"NODUWEZ Ecoles",,  50.729379,   4.967310,6442,,0
Bnodegl1,,"NODUWEZ Eglise",,  50.729806,   4.963641,6442,,0
Bnodegl2,,"NODUWEZ Eglise",,  50.729884,   4.963787,6442,,0
Bnodlce1,,"LIBERTANGE Centre",,  50.731711,   4.986981,6442,,0
Bnodlce2,,"LIBERTANGE Centre",,  50.731745,   4.986654,6442,,0
Bnodtir1,,"NODUWEZ Rue de Tirlemont (Rue Tumulus)",,  50.730926,   4.969078,6442,,0
Bnodtir2,,"NODUWEZ Rue de Tirlemont (Rue Tumulus)",,  50.730964,   4.968949,6442,,0
Bnodtir4,,"NODUWEZ Rue de Tirlemont",,  50.731583,   4.968158,6442,,0
Bnstgar1,,"NAAST Station",,  50.553005,   4.103994,3258,,0
Bnstgar2,,"NAAST Station",,  50.553113,   4.103994,3258,,0
Bnstlna1,,"NAAST Limite de Naast",,  50.555036,   4.127899,3258,,0
Bnstlna2,,"NAAST Limite de Naast",,  50.555196,   4.127935,3258,,0
Bnstmig1,,"NAAST Chemin de Mignault",,  50.552095,   4.112654,3258,,0
Bnstmig2,,"NAAST Chemin de Mignault",,  50.552213,   4.112546,3258,,0
Bnstpla1,,"NAAST Place",,  50.553750,   4.100611,3258,,0
Bnstpla2,,"NAAST Place",,  50.553994,   4.100234,3258,,0
Bnstver1,,"NAAST Rue Verte",,  50.552989,   4.120175,3258,,0
Bnstver2,,"NAAST Rue Verte",,  50.553104,   4.120032,3258,,0
Bnvmfba1,,"NOVILLE-SUR-MEHAIGNE Ferme de la Baccusse",,  50.619004,   4.882352,6333,,0
Bnvmfba2,,"NOVILLE-SUR-MEHAIGNE Ferme de la Baccusse",,  50.618920,   4.882167,6333,,0
Bobacar2,,"ROSSEIGNIES Carrefour",,  50.543605,   4.324103,7141,,0
Bobacar3,,"ROSSEIGNIES Carrefour",,  50.543640,   4.324329,7141,,0
Bobacou1,,"OBAIX Couturelles",,  50.529649,   4.357137,7161,,0
Bobacou2,,"OBAIX Couturelles",,  50.529495,   4.357222,7161,,0
Boffegl1,,"RAMILLIES Eglise",,  50.636731,   4.914784,6427,,0
Boffegl2,,"RAMILLIES Eglise",,  50.636632,   4.914673,6427,,0
Bohnbra1,,"OHAIN Basse Ransbèche",,  50.708627,   4.439686,6245,,0
Bohnbra2,,"OHAIN Basse Ransbèche",,  50.708335,   4.439485,6245,,0
Bohncha1,,"OHAIN Chemin de Chaubrire",,  50.700871,   4.480710,6245,,0
Bohncha2,,"OHAIN Chemin de Chaubrire",,  50.700802,   4.480517,6245,,0
Bohnegl1,,"ARGENTEUIL Eglise",,  50.714624,   4.445798,6245,,0
Bohnegl2,,"ARGENTEUIL Eglise",,  50.713993,   4.444970,6245,,0
Bohngai1,,"OHAIN Gaillemarde",,  50.715325,   4.447935,6245,,0
Bohngai2,,"OHAIN Gaillemarde",,  50.715851,   4.449271,6245,,0
Bohngen1,,"OHAIN Route de Genval",,  50.708357,   4.476683,6245,,0
Bohngen2,,"OHAIN Route de Genval",,  50.708463,   4.477435,6245,,0
Bohnhan1,,"OHAIN Hannonsart",,  50.721575,   4.461635,6245,,0
Bohnhan2,,"OHAIN Hannonsart",,  50.721179,   4.461099,6245,,0
Bohnman1,,"OHAIN Manhattan",,  50.705388,   4.471943,6245,,0
Bohnman2,,"OHAIN Manhattan",,  50.705332,   4.472089,6245,,0
Bohnmes1,,"OHAIN Messager (Rte de Genval)",,  50.701992,   4.466998,6245,,0
Bohnmes2,,"OHAIN Messager (Rte de Genval)",,  50.701965,   4.467322,6245,,0
Bohnmes3,,"OHAIN Messager (Rue du Try Bara)",,  50.701153,   4.467263,6245,,0
Bohnmes4,,"OHAIN Messager (Rue du Try Bara)",,  50.701023,   4.467187,6245,,0
Bohnmon1,,"OHAIN Monument",,  50.702640,   4.455727,6245,,0
Bohnmon2,,"OHAIN Monument",,  50.702723,   4.453765,6245,,0
Bohnpla1,,"OHAIN Place Communale",,  50.697829,   4.470890,6245,,0
Bohnpla2,,"OHAIN Place Communale",,  50.697536,   4.470990,6245,,0
Bohnr731,,"OHAIN Route de Rénipont n°73",,  50.699859,   4.488897,6245,,0
Bohnr732,,"OHAIN Route de Rénipont n°73",,  50.699812,   4.487650,6245,,0
Bohnrph1,,"OHAIN R.J Philippe",,  50.718572,   4.457282,6245,,0
Bohnrph2,,"OHAIN R.J Philippe",,  50.718466,   4.457391,6245,,0
Bohnrpl1,,"RANSBECK Place",,  50.704294,   4.439620,6245,,0
Bohnrpl2,,"RANSBECK Place",,  50.703481,   4.440412,6245,,0
Bohnrsc1,,"RANSBECK Square du Coq",,  50.706493,   4.435447,6245,,0
Bohnrsc2,,"RANSBECK Square du Coq",,  50.706388,   4.435557,6245,,0
Bolgcsa1,,"ORP-LE-GRAND Chapelle Sainte-Adèle",,  50.700515,   4.981934,6428,,0
Bolgcsa2,,"ORP-LE-GRAND Chapelle Sainte-Adèle",,  50.700402,   4.982036,6428,,0
Bolgegl1,,"ORP-LE-GRAND Eglise (Pl. 11è Dragons Français)",,  50.703657,   4.990657,6428,,0
Bolgegl2,,"ORP-LE-GRAND Eglise (Pl. 11è Dragons Français)",,  50.703845,   4.990649,6428,,0
Bolgegl4,,"ORP-LE-GRAND Eglise (Rue Ovart)",,  50.703843,   4.990886,6428,,0
Bolgeva1,,"ORP-LE-GRAND Rue Emile Vandervelde",,  50.707211,   4.992583,6428,,0
Bolgeva2,,"ORP-LE-GRAND Rue Emile Vandervelde",,  50.707741,   4.992834,6428,,0
Bolgfon1,,"ORP-LE-GRAND Rue de Fontigny",,  50.702641,   4.994945,6428,,0
Bolgfon2,,"ORP-LE-GRAND Rue de Fontigny",,  50.702722,   4.995148,6428,,0
Bolggar1,,"ORP-LE-GRAND Gare",,  50.697953,   4.988007,6428,,0
Bolggar2,,"ORP-LE-GRAND Gare",,  50.697732,   4.987638,6428,,0
Bolgmpl1,,"MARET Place",,  50.714632,   4.994916,6428,,0
Bolgrga1,,"ORP-LE-GRAND Route de la Gare",,  50.713268,   4.997291,6428,,0
Bolgrga2,,"ORP-LE-GRAND Route de la Gare",,  50.713191,   4.996968,6428,,0
Bolgrsa1,,"ORP-LE-GRAND Gare (Ste-Adèle)",,  50.698876,   4.987516,6428,,0
Bolgrsa2,,"ORP-LE-GRAND Gare (Ste-Adèle)",,  50.698956,   4.987740,6428,,0
Bolgsha1,,"ORP-LE-GRAND Rue Soldat Haccourt",,  50.701109,   4.989330,6428,,0
Bolgsha2,,"ORP-LE-GRAND Rue Soldat Haccourt",,  50.701058,   4.989134,6428,,0
Bolphgr1,,"ORP-LE-PETIT Rue Henri Grenier",,  50.689730,   4.976901,6428,,0
